Date : 2023-05-11 23:51:44
Directory : /home/lycan/Programming/rabbithole
Total : 1004 files,  44691 codes, 5876 comments, 6141 blanks, all 56708 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/distributor-logo-archlinux.svg       | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/dockbarx.svg                         | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/electron.svg                         | XML              |         19 |          0 |          1 |         20 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/electronic-wechat.svg                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/empathy.svg                          | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/evolution.svg                        | XML              |         22 |          0 |          1 |         23 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/firefox.svg                          | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/github-desktop.svg                   | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/gnome-music.svg                      | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/gnome-nettool.svg                    | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/gtkhash.svg                          | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/guake.svg                            | XML              |        230 |          0 |          1 |        231 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/icloud.svg                           | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/input-mouse.svg                      | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/io.gitlab.LibreWolf.svg              | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/lbry.svg                             | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/lxscreenshot.svg                     | XML              |        139 |          1 |          2 |        142 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/manjaro-settings-manager.svg         | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/assets/icons/workspace_menu/workspace_menu.svg                   | XML              |         22 |          0 |          1 |         23 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/cornerne.svg                                       | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/cornernw.svg                                       | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/cornerse.svg                                       | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/cornersw.svg                                       | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/dwindle.svg                                        | XML              |        129 |          1 |          2 |        132 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/fairh.svg                                          | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/fairv.svg                                          | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/floating.svg                                       | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/fullscreen.svg                                     | XML              |         62 |          0 |          1 |         63 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/max.svg                                            | XML              |         62 |          0 |          1 |         63 |
| /home/lycan/Programming/rabbithole/themes/default/assets/layout/tile.svg                                           | XML              |          8 |          0 |          2 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/assets/textures/glass_texture.svg                                | XML              |         10 |          0 |          1 |         11 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/headphones.svg                                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/menu-down.svg                                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/menu-up.svg                                          | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/microphone-off.svg                                   | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/microphone.svg                                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/volume-high.svg                                      | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/volume-low.svg                                       | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/volume-medium.svg                                    | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/volume-mute.svg                                      | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/audio/volume-off.svg                                       | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-alert.svg                                  | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-10.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-100.svg                           | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-20.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-30.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-40.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-50.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-60.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-70.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-80.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-90.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging-outline.svg                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-charging.svg                               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-10.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-20.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-30.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-40.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-50.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-60.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-70.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-80.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-discharging-90.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-off.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-outline.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery-unknown.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/battery/battery.svg                                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/bluetooth/bluetooth-off.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/bluetooth/bluetooth-on.svg                                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/brightness/brightness-high.svg                             | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/brightness/brightness-low.svg                              | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/brightness/brightness-medium.svg                           | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/clock/clock.svg                                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/cpu.svg                                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/disk.svg                                               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/gpu.svg                                                | XML              |          5 |          0 |          1 |          6 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/ram.svg                                                | XML              |          6 |          0 |          1 |          7 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/thermometer-high.svg                                   | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/thermometer-low.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/cpu/thermometer.svg                                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/date/calendar.svg                                          | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/fallback.svg                                               | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/kblayout/keyboard.svg                                      | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/ethernet.svg                                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/no-internet.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-1.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-2.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-3.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-4.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-off-outline.svg                      | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/network/wifi-strength-outline.svg                          | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/notifications/notification-outline.svg                     | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/notifications/notification.svg                             | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/notifications/play-pause.svg                               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/notifications/skip-next.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/notifications/skip-prev.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/power/power.svg                                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/defaultpfp.svg                                   | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/lock.svg                                         | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/logout.svg                                       | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/reboot.svg                                       | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/shutdown.svg                                     | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/powermenu/suspend.svg                                      | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/default/icons/rabbithole/global.svg                                      | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/close.svg                                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/maximize.svg                                      | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/minimize.svg                                      | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/stick.svg                                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/unmaximize.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/titlebar/unstick.svg                                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace-menu.svg                                         | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/antimicro.svg                               | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/applications-education.svg                  | XML              |        141 |          1 |          2 |        144 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/applications-system.svg                     | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/atom.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/battery.svg                                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/bluetooth-symbolic.svg                      | XML              |        237 |          1 |          2 |        240 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/boot-repair.svg                             | XML              |         39 |          0 |          1 |         40 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/cantata.svg                                 | XML              |         29 |          0 |          1 |         30 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/cheese.svg                                  | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/chrome-remote-desktop.svg                   | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/cliq.svg                                    | XML              |          2 |          1 |          0 |          3 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/codeblocks.svg                              | XML              |         24 |          0 |          1 |         25 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/color-picker.svg                            | XML              |         34 |          0 |          1 |         35 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/com.gexperts.Terminix.svg                   | XML              |         79 |          0 |          1 |         80 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/com.gexperts.Tilix.svg                      | XML              |        115 |          0 |          1 |        116 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/com.github.arshubham.cipher.svg             | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/com.github.maoschanz.drawing.svg            | XML              |         20 |          0 |          1 |         21 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/com.github.tkashkin.gamehub.svg             | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/credentials-preferences.svg                 | XML              |        152 |          1 |          2 |        155 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/deepin-browser.svg                          | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/deepin-calculator.svg                       | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/deepin-calendar.svg                         | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/deepin-camera.svg                           | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/deepin-terminal.svg                         | XML              |         19 |          0 |          1 |         20 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/distributor-logo-android.svg                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/distributor-logo-archlinux.svg              | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/dockbarx.svg                                | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/electron.svg                                | XML              |         19 |          0 |          1 |         20 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/electronic-wechat.svg                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/empathy.svg                                 | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/evolution.svg                               | XML              |         22 |          0 |          1 |         23 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/firefox.svg                                 | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/github-desktop.svg                          | XML              |          9 |          0 |          1 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/gnome-music.svg                             | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/gnome-nettool.svg                           | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/gtkhash.svg                                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/guake.svg                                   | XML              |        230 |          0 |          1 |        231 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/icloud.svg                                  | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/input-mouse.svg                             | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/io.gitlab.LibreWolf.svg                     | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/lbry.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/lxscreenshot.svg                            | XML              |        139 |          1 |          2 |        142 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/manjaro-settings-manager.svg                | XML              |         14 |          0 |          1 |         15 |
| /home/lycan/Programming/rabbithole/themes/default/icons/workspace_menu/workspace_menu.svg                          | XML              |         22 |          0 |          1 |         23 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/cornerne.svg                                             | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/cornernw.svg                                             | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/cornerse.svg                                             | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/cornersw.svg                                             | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/fairh.svg                                                | XML              |         13 |          0 |          1 |         14 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/fairv.svg                                                | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/floating.svg                                             | XML              |         11 |          0 |          1 |         12 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/fullscreen.svg                                           | XML              |         62 |          0 |          1 |         63 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/max.svg                                                  | XML              |         62 |          0 |          1 |         63 |
| /home/lycan/Programming/rabbithole/themes/default/layouts/tile.svg                                                 | XML              |          8 |          0 |          2 |         10 |
| /home/lycan/Programming/rabbithole/themes/default/theme.lua                                                        | Lua              |        135 |          7 |         29 |        171 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/headphones.svg                               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/menu-down.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/menu-up.svg                                  | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/microphone-off.svg                           | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/microphone.svg                               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/volume-high.svg                              | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/volume-low.svg                               | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/volume-medium.svg                            | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/volume-mute.svg                              | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/audio/volume-off.svg                               | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-alert.svg                          | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-10.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-100.svg                   | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-20.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-30.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-40.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-50.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-60.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-70.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-80.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-90.svg                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging-outline.svg               | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-charging.svg                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-10.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-20.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-30.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-40.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-50.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-60.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-70.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-80.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-discharging-90.svg                 | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-off.svg                            | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-outline.svg                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery-unknown.svg                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/battery/battery.svg                                | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/bluetooth/bluetooth-off.svg                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/bluetooth/bluetooth-on.svg                         | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/brightness/brightness-high.svg                     | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/brightness/brightness-low.svg                      | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/brightness/brightness-medium.svg                   | XML              |          5 |          0 |          0 |          5 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/clock/clock.svg                                    | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/cpu.svg                                        | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/disk.svg                                       | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/gpu.svg                                        | XML              |          5 |          0 |          1 |          6 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/ram.svg                                        | XML              |          6 |          0 |          1 |          7 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/thermometer-high.svg                           | XML              |          1 |          0 |          0 |          1 |
| /home/lycan/Programming/rabbithole/themes/rabbithole copy/icons/cpu/thermometer-low.svg                            | XML              |          1 |          0 |          0 |          1 |
